order_id,user_id,age,city,order_time,day_type,cuisine,meal_type,restaurant_type,order_value,discount_applied,delivery_fee,time_taken_to_order,rating_given,is_repeat_order,mood,hunger_level,company,rainy_weather
2003,2204,31,Hyderabad,Night,Weekday,Biryani,Snacks,Premium,418,No,22,12,1,Yes,Happy,Medium,Alone,No
2004,1309,44,Chandigarh,Night,Weekend,Biryani,Snacks,Budget,589,Yes,42,14,2,Yes,Stressed,Low,Alone,Yes
2005,3785,27,Chandigarh,Afternoon,Weekend,Chinese,Breakfast,Budget,519,Yes,80,8,5,No,Lazy,Medium,Partner,No
2006,1005,18,Bangalore,Night,Weekend,South Indian,Snacks,Budget,349,Yes,86,8,2,No,Happy,High,Family,Yes
2007,1808,22,Chandigarh,Evening,Weekday,Chinese,Snacks,Budget,369,Yes,45,10,4,No,Lazy,High,Alone,No
2008,2222,21,Mumbai,Morning,Weekend,North Indian,Dinner,Premium,832,No,77,4,3,No,Stressed,High,Alone,No
2009,4652,43,Delhi,Night,Weekday,Chinese,Snacks,Premium,967,Yes,49,10,2,Yes,Lazy,High,Friends,Yes
2010,3270,29,Pune,Night,Weekend,South Indian,Dinner,Premium,624,No,82,3,1,No,Happy,Low,Friends,No
2011,4439,29,Chandigarh,Evening,Weekday,Biryani,Breakfast,Budget,289,Yes,62,9,2,Yes,Lazy,Medium,Friends,Yes
2012,3524,41,Bangalore,Night,Weekend,Fast Food,Dinner,Budget,244,No,90,6,4,No,Stressed,Low,Partner,No
2013,1181,40,Bangalore,Afternoon,Weekend,South Indian,Breakfast,Budget,914,No,39,12,3,Yes,Lazy,Medium,Partner,No
2014,4496,37,Bangalore,Afternoon,Weekend,North Indian,Breakfast,Premium,949,Yes,90,8,4,Yes,Happy,Medium,Friends,No
2015,3714,21,Delhi,Afternoon,Weekend,South Indian,Breakfast,Budget,158,Yes,22,8,4,No,Stressed,High,Partner,Yes
2016,4153,29,Chandigarh,Morning,Weekend,Fast Food,Breakfast,Budget,668,No,58,3,5,No,Stressed,Medium,Friends,No
2017,3089,38,Pune,Night,Weekday,Chinese,Snacks,Premium,889,No,46,7,2,Yes,Stressed,Low,Friends,Yes
2018,4463,34,Pune,Afternoon,Weekday,North Indian,Snacks,Mid-range,214,No,60,9,2,No,Happy,High,Alone,Yes
2019,2518,44,Hyderabad,Afternoon,Weekend,Fast Food,Lunch,Premium,707,No,97,9,1,Yes,Lazy,Low,Family,Yes
2020,4294,23,Mumbai,Afternoon,Weekday,Biryani,Dinner,Premium,569,Yes,54,9,1,No,Lazy,Medium,Partner,No
2021,4888,21,Bangalore,Morning,Weekday,South Indian,Lunch,Mid-range,505,No,96,5,2,No,Celebrating,Low,Partner,Yes
2022,3723,21,Delhi,Morning,Weekday,North Indian,Lunch,Budget,689,No,49,2,5,Yes,Lazy,Low,Friends,No
2023,2472,18,Delhi,Night,Weekday,Fast Food,Lunch,Premium,463,Yes,35,8,4,Yes,Lazy,Low,Family,Yes
2024,2944,20,Pune,Night,Weekday,Biryani,Dinner,Premium,335,No,41,8,3,No,Lazy,High,Friends,Yes
2025,3830,18,Delhi,Evening,Weekday,Chinese,Dinner,Mid-range,504,No,83,10,2,No,Happy,Medium,Partner,Yes
2026,2022,29,Delhi,Night,Weekday,Fast Food,Lunch,Premium,347,Yes,51,8,2,Yes,Lazy,Medium,Friends,Yes
2027,2243,28,Bangalore,Evening,Weekday,Biryani,Dinner,Budget,517,Yes,32,6,3,Yes,Stressed,Low,Friends,No
2028,4775,22,Mumbai,Morning,Weekend,Fast Food,Snacks,Premium,439,Yes,23,2,4,Yes,Celebrating,Low,Partner,Yes
2029,3121,25,Chandigarh,Evening,Weekend,Fast Food,Snacks,Mid-range,849,Yes,20,13,1,No,Celebrating,Medium,Alone,Yes
2030,1122,23,Hyderabad,Morning,Weekend,South Indian,Lunch,Mid-range,379,Yes,95,13,1,No,Happy,Low,Partner,Yes
2031,3614,24,Delhi,Night,Weekend,South Indian,Snacks,Budget,829,No,78,11,2,Yes,Celebrating,Low,Alone,No
2032,4910,21,Bangalore,Morning,Weekend,North Indian,Dinner,Mid-range,724,No,24,3,5,No,Stressed,Low,Friends,No
2033,1160,36,Chandigarh,Morning,Weekday,Fast Food,Breakfast,Premium,644,No,31,12,4,No,Lazy,High,Alone,No
2034,3650,43,Hyderabad,Morning,Weekday,Fast Food,Breakfast,Budget,456,No,39,2,4,Yes,Celebrating,High,Family,Yes
2035,1518,37,Delhi,Evening,Weekday,Fast Food,Lunch,Premium,737,No,23,11,1,No,Stressed,Low,Alone,No
2036,2252,27,Bangalore,Evening,Weekday,South Indian,Breakfast,Budget,348,No,59,7,1,No,Lazy,Medium,Friends,Yes
2037,1057,36,Hyderabad,Morning,Weekday,North Indian,Dinner,Mid-range,313,Yes,61,2,4,Yes,Lazy,High,Partner,No
2038,4392,30,Pune,Afternoon,Weekend,Chinese,Snacks,Mid-range,988,Yes,69,11,2,No,Celebrating,Low,Friends,No
2039,1695,44,Delhi,Morning,Weekend,Chinese,Breakfast,Mid-range,138,No,65,9,3,Yes,Celebrating,Low,Partner,Yes
2040,3923,33,Mumbai,Morning,Weekday,Biryani,Snacks,Premium,472,Yes,28,1,3,No,Lazy,Medium,Partner,No
2041,4148,27,Mumbai,Evening,Weekend,Fast Food,Snacks,Budget,950,No,82,7,1,Yes,Celebrating,Medium,Friends,No
2042,4983,41,Hyderabad,Evening,Weekend,Biryani,Snacks,Premium,884,Yes,57,9,4,No,Lazy,Medium,Alone,No
2043,4123,35,Pune,Afternoon,Weekday,Biryani,Breakfast,Mid-range,724,No,38,9,3,Yes,Celebrating,High,Alone,No
2044,1347,21,Chandigarh,Afternoon,Weekend,Chinese,Lunch,Mid-range,544,No,95,14,4,No,Stressed,Medium,Alone,No
2045,1872,44,Hyderabad,Evening,Weekday,Biryani,Lunch,Mid-range,462,Yes,81,1,4,Yes,Stressed,Medium,Partner,No
2046,3460,42,Pune,Evening,Weekday,Chinese,Breakfast,Budget,722,Yes,44,11,3,Yes,Celebrating,Medium,Partner,No
2047,2868,35,Bangalore,Afternoon,Weekday,North Indian,Dinner,Budget,568,Yes,54,6,5,No,Stressed,High,Friends,Yes
2048,2121,20,Pune,Afternoon,Weekend,Chinese,Snacks,Budget,723,Yes,52,13,1,No,Lazy,Medium,Alone,Yes
2049,4014,29,Delhi,Evening,Weekday,Biryani,Lunch,Mid-range,743,Yes,47,5,1,Yes,Happy,Medium,Family,Yes
2050,4439,40,Delhi,Night,Weekday,Desserts,Lunch,Premium,734,No,63,1,1,Yes,Stressed,Low,Family,No
2051,2691,40,Mumbai,Night,Weekend,Biryani,Breakfast,Premium,499,No,26,11,1,No,Happy,High,Friends,Yes
2052,2434,42,Hyderabad,Night,Weekend,North Indian,Dinner,Budget,869,Yes,48,8,4,No,Happy,High,Alone,Yes
2053,3755,30,Mumbai,Morning,Weekday,North Indian,Lunch,Budget,592,Yes,68,9,2,Yes,Stressed,Low,Family,Yes
2054,1668,29,Bangalore,Evening,Weekend,Biryani,Lunch,Premium,341,Yes,20,1,3,Yes,Stressed,High,Family,Yes
2055,3567,33,Hyderabad,Night,Weekend,North Indian,Breakfast,Budget,467,No,69,1,3,No,Lazy,Low,Friends,Yes
2056,4009,19,Bangalore,Night,Weekend,Fast Food,Breakfast,Premium,440,Yes,36,10,4,Yes,Lazy,High,Partner,No
2057,3959,30,Chandigarh,Evening,Weekend,Desserts,Snacks,Premium,895,No,91,7,2,No,Celebrating,Low,Partner,Yes
2058,3369,31,Hyderabad,Afternoon,Weekend,Fast Food,Lunch,Premium,928,Yes,33,14,5,Yes,Lazy,High,Family,Yes
2059,2351,41,Delhi,Night,Weekday,South Indian,Dinner,Budget,693,Yes,22,10,3,No,Celebrating,Medium,Friends,Yes
2060,1933,40,Mumbai,Evening,Weekend,Chinese,Snacks,Mid-range,516,Yes,79,6,2,Yes,Celebrating,High,Alone,No
2061,3079,25,Bangalore,Evening,Weekday,Desserts,Breakfast,Mid-range,807,Yes,77,7,1,No,Happy,Medium,Partner,Yes
2062,1500,26,Mumbai,Afternoon,Weekend,Desserts,Breakfast,Mid-range,851,Yes,56,5,1,Yes,Celebrating,Medium,Family,No
2063,3331,26,Pune,Night,Weekend,South Indian,Dinner,Budget,234,No,25,5,5,No,Lazy,High,Friends,Yes
2064,3627,33,Delhi,Morning,Weekend,South Indian,Breakfast,Premium,173,Yes,54,4,3,Yes,Lazy,Medium,Friends,No
2065,4243,31,Hyderabad,Evening,Weekday,Desserts,Dinner,Mid-range,296,Yes,75,2,3,Yes,Celebrating,Medium,Alone,No
2066,4487,26,Delhi,Afternoon,Weekday,Fast Food,Dinner,Mid-range,453,No,86,3,5,Yes,Stressed,Medium,Alone,No
2067,3070,31,Pune,Evening,Weekend,South Indian,Dinner,Mid-range,790,No,62,1,1,No,Stressed,Medium,Partner,No
2068,1150,41,Bangalore,Evening,Weekday,South Indian,Breakfast,Premium,376,No,63,3,2,Yes,Lazy,Medium,Partner,Yes
2069,4686,28,Bangalore,Night,Weekend,North Indian,Snacks,Premium,771,No,21,2,2,Yes,Celebrating,Low,Family,No
2070,3522,31,Pune,Evening,Weekend,Fast Food,Dinner,Mid-range,383,No,64,12,5,Yes,Stressed,High,Family,Yes
2071,3462,39,Hyderabad,Afternoon,Weekend,Desserts,Lunch,Premium,966,Yes,20,11,2,Yes,Happy,High,Partner,No
2072,2340,38,Mumbai,Afternoon,Weekend,North Indian,Breakfast,Premium,462,No,55,9,1,No,Celebrating,Medium,Family,No
2073,4046,30,Pune,Night,Weekend,Desserts,Snacks,Budget,902,Yes,51,2,3,Yes,Stressed,Low,Alone,No
2074,2812,42,Chandigarh,Evening,Weekend,South Indian,Lunch,Mid-range,903,Yes,22,5,4,Yes,Happy,Low,Alone,No
2075,4167,39,Delhi,Evening,Weekday,Desserts,Snacks,Mid-range,462,Yes,23,3,5,No,Stressed,High,Alone,No
2076,3590,32,Mumbai,Morning,Weekend,North Indian,Dinner,Mid-range,241,Yes,56,9,4,No,Lazy,Medium,Partner,Yes
2077,4867,41,Hyderabad,Afternoon,Weekend,North Indian,Breakfast,Budget,496,No,43,6,2,No,Stressed,High,Alone,No
2078,3726,34,Chandigarh,Morning,Weekday,Desserts,Snacks,Mid-range,293,Yes,36,5,2,Yes,Stressed,Low,Alone,No
2079,2870,26,Hyderabad,Evening,Weekday,South Indian,Dinner,Mid-range,329,Yes,77,7,4,Yes,Lazy,Medium,Partner,Yes
2080,3052,30,Hyderabad,Evening,Weekend,Biryani,Lunch,Premium,417,No,69,2,4,No,Celebrating,Medium,Alone,Yes
2081,2646,38,Mumbai,Evening,Weekend,North Indian,Lunch,Budget,119,No,64,6,5,Yes,Happy,Medium,Alone,No
2082,4359,33,Pune,Night,Weekday,Desserts,Dinner,Mid-range,805,Yes,82,8,1,Yes,Lazy,Low,Friends,Yes
2083,3581,42,Delhi,Afternoon,Weekend,Chinese,Dinner,Premium,687,Yes,33,14,2,No,Lazy,Medium,Alone,No
2084,3585,43,Chandigarh,Afternoon,Weekday,South Indian,Dinner,Budget,627,No,87,12,5,No,Happy,High,Friends,No
2085,4652,33,Bangalore,Afternoon,Weekend,Chinese,Lunch,Budget,494,Yes,87,9,5,Yes,Lazy,High,Friends,No
2086,2792,34,Pune,Evening,Weekday,South Indian,Dinner,Mid-range,312,Yes,32,13,2,Yes,Stressed,Medium,Family,Yes
2087,1156,26,Chandigarh,Night,Weekday,North Indian,Snacks,Budget,765,Yes,47,13,1,No,Happy,Low,Alone,Yes
2088,2400,23,Bangalore,Morning,Weekday,Chinese,Snacks,Budget,977,No,89,14,5,No,Stressed,High,Family,No
2089,3807,26,Bangalore,Evening,Weekday,Chinese,Snacks,Budget,773,Yes,96,9,3,Yes,Lazy,High,Partner,Yes
2090,1577,25,Chandigarh,Morning,Weekend,Fast Food,Lunch,Mid-range,509,No,59,5,5,No,Stressed,Medium,Family,No
2091,1705,42,Bangalore,Night,Weekday,South Indian,Lunch,Premium,912,No,87,9,4,No,Happy,Low,Friends,Yes
2092,2266,19,Chandigarh,Afternoon,Weekday,North Indian,Snacks,Mid-range,857,Yes,98,14,2,No,Happy,High,Alone,No
2093,4186,21,Mumbai,Evening,Weekday,South Indian,Breakfast,Budget,675,No,63,1,1,No,Happy,Medium,Friends,No
2094,2785,26,Delhi,Afternoon,Weekday,North Indian,Snacks,Mid-range,224,No,31,10,5,No,Happy,Medium,Friends,No
2095,1220,32,Mumbai,Night,Weekday,Desserts,Breakfast,Premium,258,Yes,63,8,4,No,Lazy,Low,Family,Yes
2096,3639,23,Bangalore,Afternoon,Weekend,Desserts,Breakfast,Mid-range,214,Yes,53,2,3,No,Happy,High,Friends,Yes
2097,1222,31,Delhi,Afternoon,Weekday,Fast Food,Dinner,Mid-range,551,Yes,46,12,4,Yes,Stressed,High,Family,Yes
2098,1749,19,Hyderabad,Evening,Weekend,North Indian,Lunch,Budget,799,Yes,93,11,5,Yes,Stressed,Medium,Alone,Yes
2099,1643,21,Chandigarh,Evening,Weekend,North Indian,Lunch,Premium,845,Yes,70,2,2,Yes,Lazy,High,Alone,No
2100,2860,43,Chandigarh,Afternoon,Weekday,Chinese,Dinner,Budget,840,No,38,1,5,Yes,Happy,High,Friends,Yes
2101,1401,27,Bangalore,Afternoon,Weekend,South Indian,Dinner,Mid-range,637,Yes,39,13,4,No,Stressed,High,Alone,Yes
2102,2069,19,Bangalore,Afternoon,Weekend,North Indian,Snacks,Mid-range,646,Yes,63,6,1,Yes,Celebrating,Low,Partner,No
2103,1604,38,Pune,Morning,Weekend,Desserts,Dinner,Premium,257,Yes,70,12,3,No,Stressed,Medium,Friends,No
2104,4999,40,Chandigarh,Afternoon,Weekday,Chinese,Dinner,Budget,104,Yes,92,3,2,Yes,Happy,Low,Family,No
2105,2025,32,Mumbai,Evening,Weekday,Desserts,Breakfast,Mid-range,508,Yes,68,1,1,Yes,Celebrating,Medium,Family,Yes
2106,1568,37,Pune,Morning,Weekday,North Indian,Snacks,Budget,375,Yes,57,3,5,Yes,Stressed,Medium,Alone,Yes
2107,1402,20,Delhi,Night,Weekday,Biryani,Dinner,Budget,492,Yes,56,13,3,No,Celebrating,Medium,Family,Yes
2108,2457,25,Pune,Morning,Weekday,Chinese,Dinner,Premium,191,No,68,10,3,No,Stressed,Low,Alone,No
2109,1843,33,Bangalore,Afternoon,Weekend,Desserts,Lunch,Mid-range,851,No,92,5,3,Yes,Lazy,Medium,Partner,No
2110,1923,43,Hyderabad,Afternoon,Weekend,South Indian,Snacks,Premium,140,Yes,28,10,1,Yes,Celebrating,High,Alone,No
2111,3588,28,Mumbai,Afternoon,Weekday,Fast Food,Snacks,Budget,560,Yes,55,12,2,Yes,Happy,High,Friends,No
2112,2945,29,Mumbai,Morning,Weekend,Fast Food,Breakfast,Budget,702,Yes,79,5,2,Yes,Stressed,High,Alone,No
2113,3338,37,Delhi,Afternoon,Weekday,Biryani,Breakfast,Budget,806,No,44,11,5,No,Celebrating,High,Partner,Yes
2114,4235,24,Hyderabad,Evening,Weekday,North Indian,Dinner,Premium,227,Yes,82,4,1,No,Stressed,Low,Alone,No
2115,4319,31,Hyderabad,Afternoon,Weekday,North Indian,Snacks,Mid-range,479,Yes,35,10,4,No,Stressed,High,Family,Yes
2116,4222,36,Chandigarh,Evening,Weekday,North Indian,Snacks,Budget,563,No,25,5,3,Yes,Lazy,High,Partner,Yes
2117,1264,31,Hyderabad,Evening,Weekday,Desserts,Snacks,Premium,536,Yes,21,10,4,No,Stressed,Low,Friends,No
2118,3037,35,Hyderabad,Night,Weekend,North Indian,Snacks,Mid-range,146,No,57,9,2,No,Celebrating,High,Partner,Yes
2119,4743,19,Mumbai,Morning,Weekend,Fast Food,Lunch,Premium,569,Yes,21,13,3,No,Stressed,High,Family,Yes
2120,3792,22,Delhi,Morning,Weekday,Desserts,Breakfast,Budget,231,No,28,14,3,No,Stressed,High,Family,No
2121,4201,28,Bangalore,Night,Weekday,South Indian,Lunch,Premium,769,No,74,9,1,No,Stressed,High,Family,No
2122,3736,21,Delhi,Evening,Weekday,Desserts,Lunch,Mid-range,603,No,96,9,1,No,Lazy,Medium,Family,Yes
2123,3866,19,Chandigarh,Evening,Weekend,Biryani,Snacks,Mid-range,692,No,47,2,5,No,Celebrating,Medium,Alone,Yes
2124,2475,27,Delhi,Evening,Weekend,Fast Food,Dinner,Mid-range,938,Yes,21,14,3,Yes,Stressed,Low,Partner,Yes
2125,1956,23,Pune,Morning,Weekend,Biryani,Dinner,Premium,615,Yes,55,14,4,Yes,Celebrating,Low,Partner,Yes
2126,2526,21,Pune,Evening,Weekend,North Indian,Lunch,Mid-range,375,Yes,61,2,5,Yes,Happy,High,Family,No
2127,3329,20,Chandigarh,Morning,Weekend,Chinese,Lunch,Mid-range,341,Yes,50,4,1,Yes,Celebrating,Medium,Alone,No
2128,3941,37,Hyderabad,Afternoon,Weekend,North Indian,Dinner,Premium,977,No,75,12,5,Yes,Stressed,Low,Friends,Yes
2129,4169,44,Delhi,Evening,Weekday,Desserts,Breakfast,Budget,205,No,41,12,2,Yes,Celebrating,High,Family,Yes
2130,3315,29,Bangalore,Night,Weekday,South Indian,Snacks,Mid-range,173,Yes,75,7,2,Yes,Lazy,High,Friends,No
2131,3953,28,Pune,Morning,Weekend,Fast Food,Lunch,Mid-range,329,No,89,14,5,Yes,Stressed,High,Friends,Yes
2132,2499,28,Hyderabad,Afternoon,Weekday,Chinese,Snacks,Premium,173,No,91,11,2,Yes,Stressed,Medium,Family,No
2133,3495,18,Hyderabad,Morning,Weekend,Desserts,Dinner,Premium,901,No,56,3,3,Yes,Stressed,Medium,Alone,No
2134,2817,35,Bangalore,Afternoon,Weekday,Chinese,Dinner,Mid-range,174,No,82,6,3,No,Celebrating,Low,Alone,No
2135,4907,19,Pune,Morning,Weekend,Fast Food,Lunch,Premium,239,Yes,79,13,5,No,Stressed,High,Partner,No
2136,3394,39,Hyderabad,Evening,Weekday,Fast Food,Dinner,Budget,154,No,64,9,1,Yes,Stressed,High,Friends,No
2137,1718,35,Chandigarh,Afternoon,Weekday,Fast Food,Breakfast,Mid-range,241,No,25,13,3,Yes,Stressed,High,Friends,No
2138,3325,37,Mumbai,Afternoon,Weekend,Desserts,Snacks,Mid-range,557,No,55,3,5,Yes,Celebrating,Low,Partner,No
2139,3335,36,Pune,Evening,Weekday,Desserts,Lunch,Mid-range,126,No,84,7,2,No,Happy,Low,Alone,No
2140,4895,32,Chandigarh,Night,Weekday,North Indian,Snacks,Budget,566,Yes,65,13,2,No,Celebrating,Medium,Partner,Yes
2141,2058,24,Delhi,Night,Weekend,South Indian,Breakfast,Premium,305,Yes,77,2,1,Yes,Lazy,Low,Friends,Yes
2142,1177,42,Pune,Evening,Weekday,South Indian,Lunch,Budget,719,Yes,86,10,3,Yes,Stressed,High,Friends,Yes
2143,2401,28,Mumbai,Morning,Weekend,North Indian,Lunch,Budget,719,Yes,25,4,5,Yes,Lazy,Medium,Alone,No
2144,4203,30,Delhi,Afternoon,Weekday,South Indian,Snacks,Mid-range,860,No,75,14,4,No,Happy,Medium,Friends,No
2145,3538,22,Mumbai,Afternoon,Weekend,Chinese,Snacks,Budget,833,No,63,12,1,No,Stressed,High,Family,Yes
2146,4443,31,Mumbai,Afternoon,Weekend,Fast Food,Snacks,Mid-range,166,Yes,70,8,3,No,Happy,Low,Family,Yes
2147,4939,40,Bangalore,Morning,Weekday,South Indian,Snacks,Budget,582,Yes,46,6,2,Yes,Happy,High,Partner,No
2148,3234,29,Pune,Afternoon,Weekday,Fast Food,Snacks,Premium,333,Yes,98,14,1,Yes,Celebrating,High,Friends,No
2149,4185,24,Bangalore,Morning,Weekday,North Indian,Lunch,Premium,139,No,84,3,5,Yes,Celebrating,Medium,Partner,Yes
2150,3710,28,Bangalore,Night,Weekend,Chinese,Breakfast,Premium,506,Yes,73,11,2,Yes,Stressed,Low,Alone,No
2151,3909,31,Delhi,Afternoon,Weekend,North Indian,Breakfast,Premium,546,No,81,2,3,No,Stressed,High,Family,No
2152,3937,40,Bangalore,Evening,Weekend,Fast Food,Snacks,Mid-range,476,Yes,21,2,4,Yes,Stressed,High,Partner,Yes
2153,3636,31,Delhi,Morning,Weekday,Desserts,Breakfast,Budget,318,No,69,5,3,No,Celebrating,High,Partner,Yes
2154,2428,18,Delhi,Evening,Weekday,South Indian,Breakfast,Premium,275,Yes,63,9,1,No,Stressed,Low,Alone,No
2155,1905,22,Hyderabad,Morning,Weekend,South Indian,Breakfast,Budget,537,No,50,14,2,Yes,Happy,Low,Alone,No
2156,2169,26,Hyderabad,Afternoon,Weekend,South Indian,Dinner,Mid-range,147,No,46,4,5,Yes,Stressed,Low,Friends,No
2157,1047,41,Bangalore,Morning,Weekend,Fast Food,Snacks,Budget,515,Yes,37,14,1,No,Stressed,Low,Partner,Yes
2158,1291,35,Mumbai,Afternoon,Weekday,North Indian,Lunch,Mid-range,494,Yes,94,4,2,No,Celebrating,High,Alone,Yes
2159,3194,25,Mumbai,Evening,Weekend,Fast Food,Dinner,Mid-range,726,No,96,3,3,No,Celebrating,Medium,Partner,Yes
2160,3004,27,Chandigarh,Night,Weekend,Desserts,Breakfast,Premium,756,No,74,10,1,No,Lazy,High,Friends,Yes
2161,3091,18,Bangalore,Morning,Weekday,Desserts,Snacks,Premium,782,No,79,10,4,Yes,Stressed,High,Alone,No
2162,2695,42,Delhi,Morning,Weekend,Biryani,Lunch,Premium,250,No,76,9,5,No,Stressed,Medium,Family,Yes
2163,2705,37,Pune,Morning,Weekend,Chinese,Lunch,Mid-range,360,Yes,85,4,4,Yes,Stressed,Medium,Partner,No
2164,3223,33,Mumbai,Night,Weekday,North Indian,Dinner,Mid-range,958,No,65,4,3,No,Stressed,High,Friends,No
2165,4917,36,Delhi,Morning,Weekday,South Indian,Breakfast,Mid-range,279,No,65,3,2,Yes,Celebrating,Low,Partner,No
2166,3194,37,Pune,Morning,Weekday,Fast Food,Lunch,Mid-range,437,No,31,3,3,No,Celebrating,Medium,Alone,Yes
2167,1420,28,Bangalore,Evening,Weekday,Desserts,Lunch,Premium,289,Yes,86,10,5,Yes,Lazy,Medium,Alone,No
2168,4064,41,Hyderabad,Evening,Weekend,Biryani,Snacks,Budget,299,Yes,31,1,5,No,Celebrating,Medium,Partner,No
2169,4503,20,Hyderabad,Evening,Weekend,North Indian,Snacks,Budget,822,Yes,26,11,1,Yes,Celebrating,Medium,Partner,Yes
2170,1891,37,Chandigarh,Evening,Weekend,Biryani,Breakfast,Mid-range,783,No,65,4,5,No,Celebrating,Low,Alone,No
2171,1821,23,Mumbai,Afternoon,Weekend,North Indian,Snacks,Mid-range,123,No,95,13,3,No,Happy,High,Partner,Yes
2172,3450,32,Mumbai,Evening,Weekend,South Indian,Snacks,Premium,367,No,29,8,1,No,Happy,High,Partner,Yes
2173,3971,41,Pune,Afternoon,Weekday,South Indian,Breakfast,Budget,578,No,22,9,4,No,Stressed,Medium,Partner,No
2174,2525,22,Delhi,Night,Weekday,Chinese,Lunch,Budget,300,No,71,7,1,Yes,Stressed,Medium,Friends,Yes
2175,2308,35,Pune,Morning,Weekend,Chinese,Snacks,Mid-range,309,Yes,75,13,2,Yes,Happy,Medium,Alone,Yes
2176,2717,28,Pune,Afternoon,Weekday,Biryani,Dinner,Budget,324,No,75,4,2,No,Lazy,High,Alone,No
2177,3516,37,Bangalore,Evening,Weekday,South Indian,Breakfast,Budget,281,No,62,6,5,No,Happy,Low,Partner,Yes
2178,3362,27,Delhi,Night,Weekday,South Indian,Dinner,Mid-range,468,No,28,6,5,Yes,Stressed,Low,Alone,Yes
2179,3316,36,Delhi,Night,Weekday,Chinese,Dinner,Budget,831,No,56,3,4,No,Stressed,High,Family,No
2180,3293,37,Chandigarh,Morning,Weekend,North Indian,Dinner,Premium,756,Yes,76,3,2,Yes,Stressed,Medium,Partner,Yes
2181,3111,34,Bangalore,Night,Weekday,Desserts,Lunch,Premium,938,No,47,5,5,Yes,Lazy,Low,Partner,Yes
2182,1908,30,Hyderabad,Afternoon,Weekday,Biryani,Breakfast,Mid-range,591,No,62,14,2,No,Celebrating,High,Partner,No
2183,4503,36,Bangalore,Evening,Weekend,Chinese,Dinner,Mid-range,997,No,67,4,4,No,Celebrating,Low,Alone,Yes
2184,1122,42,Delhi,Evening,Weekday,South Indian,Breakfast,Budget,191,Yes,25,8,3,No,Happy,High,Family,Yes
2185,4608,36,Hyderabad,Night,Weekday,Desserts,Dinner,Premium,955,No,51,9,3,Yes,Celebrating,High,Alone,Yes
2186,3812,22,Delhi,Night,Weekend,Desserts,Dinner,Premium,428,Yes,91,10,1,No,Lazy,Medium,Alone,Yes
2187,3019,19,Delhi,Afternoon,Weekend,Chinese,Breakfast,Premium,581,No,64,2,5,No,Lazy,High,Alone,No
2188,4321,23,Hyderabad,Afternoon,Weekday,Chinese,Lunch,Budget,459,Yes,84,6,2,Yes,Happy,Low,Alone,No
2189,1231,22,Delhi,Night,Weekend,Fast Food,Lunch,Premium,345,Yes,39,14,3,Yes,Celebrating,Medium,Alone,Yes
2190,4771,19,Bangalore,Night,Weekend,Biryani,Dinner,Budget,269,Yes,62,14,1,Yes,Happy,High,Partner,Yes
2191,2254,24,Mumbai,Night,Weekday,South Indian,Breakfast,Premium,103,Yes,71,9,1,Yes,Happy,Low,Family,Yes
2192,3002,42,Pune,Evening,Weekend,Fast Food,Lunch,Mid-range,957,No,77,9,4,No,Lazy,Medium,Alone,No
2193,4019,29,Hyderabad,Afternoon,Weekday,Fast Food,Snacks,Mid-range,856,Yes,85,10,5,Yes,Stressed,Low,Family,Yes
2194,3038,28,Mumbai,Night,Weekday,North Indian,Snacks,Budget,663,Yes,64,6,3,Yes,Celebrating,Medium,Partner,Yes
2195,2420,27,Delhi,Afternoon,Weekday,Fast Food,Breakfast,Premium,841,Yes,85,2,1,Yes,Stressed,Medium,Alone,No
2196,2942,44,Bangalore,Morning,Weekday,Biryani,Dinner,Budget,319,No,60,10,3,No,Stressed,Medium,Alone,No
2197,2233,30,Hyderabad,Evening,Weekend,South Indian,Breakfast,Premium,554,No,92,12,5,Yes,Celebrating,High,Partner,Yes
2198,2784,32,Chandigarh,Morning,Weekend,Biryani,Dinner,Premium,390,No,62,5,2,Yes,Stressed,Low,Partner,No
2199,1718,24,Chandigarh,Evening,Weekday,Biryani,Snacks,Premium,443,No,52,3,5,Yes,Stressed,Medium,Partner,No
2200,4102,27,Bangalore,Evening,Weekend,Desserts,Snacks,Budget,464,Yes,90,1,2,No,Stressed,Medium,Partner,No
2201,2994,28,Delhi,Morning,Weekend,North Indian,Snacks,Budget,998,Yes,99,7,1,Yes,Happy,Medium,Family,No
2202,1597,36,Delhi,Morning,Weekday,Desserts,Dinner,Mid-range,144,Yes,25,2,4,No,Happy,Medium,Friends,Yes
2203,4902,19,Hyderabad,Afternoon,Weekday,Fast Food,Lunch,Premium,477,No,84,3,1,Yes,Lazy,Medium,Family,No
2204,4383,37,Chandigarh,Evening,Weekend,Biryani,Lunch,Budget,247,No,22,3,1,No,Lazy,High,Alone,Yes
2205,1225,35,Bangalore,Morning,Weekend,Biryani,Lunch,Mid-range,448,Yes,57,11,3,No,Stressed,Medium,Friends,Yes
2206,4030,20,Mumbai,Evening,Weekday,Biryani,Dinner,Budget,146,Yes,94,6,3,Yes,Happy,Medium,Alone,Yes
2207,1972,43,Hyderabad,Evening,Weekend,Biryani,Snacks,Premium,597,No,45,3,3,No,Stressed,Low,Friends,Yes
2208,3551,36,Pune,Afternoon,Weekday,Desserts,Dinner,Premium,971,Yes,35,12,2,No,Stressed,High,Alone,Yes
2209,1906,26,Bangalore,Afternoon,Weekday,Biryani,Lunch,Mid-range,106,Yes,97,6,5,Yes,Celebrating,Low,Friends,No
